command	count	first_seen_utc	last_seen_utc	workdir_count	source_log_count	examples
bash -lc rg -n "_resolve_data_dir" -n src/agilab/apps/link_sim_project/src -g"*.py"	1	2025-11-13T08:50:23.850000+00:00	2025-11-13T08:50:23.850000+00:00	1	1	bash -lc rg -n "_resolve_data_dir" -n src/agilab/apps/link_sim_project/src -g"*.py"
bash -lc rg -n "_resolve_data_dir" -n src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py	1	2025-11-10T10:27:04.278000+00:00	2025-11-10T10:27:04.278000+00:00	1	1	bash -lc rg -n "_resolve_data_dir" -n src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py
bash -lc rg -n "_scheduler =" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-07T11:51:05.864000+00:00	2025-11-07T11:51:05.864000+00:00	1	1	bash -lc rg -n "_scheduler =" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "_scheduler_port" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-07T11:50:51.020000+00:00	2025-11-07T11:50:51.020000+00:00	1	1	bash -lc rg -n "_scheduler_port" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "_scheduler_port" src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-07T12:28:09.045000+00:00	2025-11-07T12:28:09.045000+00:00	1	1	bash -lc rg -n "_scheduler_port" src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "_start_scheduler" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-13T12:13:53.991000+00:00	2025-11-13T12:13:53.991000+00:00	1	1	bash -lc rg -n "_start_scheduler" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "agent" -i	1	2025-11-13T17:40:31.155000+00:00	2025-11-13T17:40:31.155000+00:00	1	1	bash -lc rg -n "agent" -i
bash -lc rg -n "agent" -i docs/source	1	2025-11-13T17:40:56.952000+00:00	2025-11-13T17:40:56.952000+00:00	1	1	bash -lc rg -n "agent" -i docs/source
bash -lc rg -n "agent" -i docs/source/diagrams	1	2025-11-13T17:30:42.699000+00:00	2025-11-13T17:30:42.699000+00:00	1	1	bash -lc rg -n "agent" -i docs/source/diagrams
bash -lc rg -n "agent" -i docs/source/diagrams/*.svg	1	2025-11-13T17:31:03.370000+00:00	2025-11-13T17:31:03.370000+00:00	1	1	bash -lc rg -n "agent" -i docs/source/diagrams/*.svg
bash -lc rg -n "agent" docs/source/Agilab-Overview.svg	1	2025-11-13T17:33:33.837000+00:00	2025-11-13T17:33:33.837000+00:00	1	1	bash -lc rg -n "agent" docs/source/Agilab-Overview.svg
bash -lc rg -n "agent_worker" -i	1	2025-11-13T17:33:17.630000+00:00	2025-11-13T17:33:17.630000+00:00	1	1	bash -lc rg -n "agent_worker" -i
bash -lc rg -n "agent_worker" -i docs/source	1	2025-11-13T17:32:53.016000+00:00	2025-11-13T17:32:53.016000+00:00	1	1	bash -lc rg -n "agent_worker" -i docs/source
bash -lc rg -n "agent_worker" docs/gen-docs.py	1	2025-11-13T17:34:11.110000+00:00	2025-11-13T17:34:11.110000+00:00	1	1	bash -lc rg -n "agent_worker" docs/gen-docs.py
bash -lc rg -n "agent_worker" docs/source/diagrams/*.svg	1	2025-11-13T17:31:10.572000+00:00	2025-11-13T17:31:10.572000+00:00	1	1	bash -lc rg -n "agent_worker" docs/source/diagrams/*.svg
bash -lc rg -n "agi_share_dir" -R src/agilab | head	1	2025-11-13T12:49:59.608000+00:00	2025-11-13T12:49:59.608000+00:00	1	1	bash -lc rg -n "agi_share_dir" -R src/agilab | head
bash -lc rg -n "agi_share_dir" -R src/agilab/core -n	1	2025-11-10T10:27:15.153000+00:00	2025-11-10T10:27:15.153000+00:00	1	1	bash -lc rg -n "agi_share_dir" -R src/agilab/core -n
bash -lc rg -n "agi_share_dir" -g '*.py' src/agilab/apps | head -n 200	1	2025-11-07T09:38:41.499000+00:00	2025-11-07T09:38:41.499000+00:00	1	1	bash -lc rg -n "agi_share_dir" -g '*.py' src/agilab/apps | head -n 200
bash -lc rg -n "agi_share_dir" -g '*app_args_form.py' -n src/agilab/apps	1	2025-11-07T09:59:23.629000+00:00	2025-11-07T09:59:23.629000+00:00	1	1	bash -lc rg -n "agi_share_dir" -g '*app_args_form.py' -n src/agilab/apps
bash -lc rg -n "agi_share_dir" -g"*.py"	1	2025-11-10T18:08:53.442000+00:00	2025-11-10T18:08:53.442000+00:00	1	1	bash -lc rg -n "agi_share_dir" -g"*.py"
bash -lc rg -n "agi_share_dir" -g'*' src/agilab | head	1	2025-11-13T12:50:03.227000+00:00	2025-11-13T12:50:03.227000+00:00	1	1	bash -lc rg -n "agi_share_dir" -g'*' src/agilab | head
bash -lc rg -n "agi_share_dir" -n	1	2025-11-07T08:47:05.365000+00:00	2025-11-07T08:47:05.365000+00:00	1	1	bash -lc rg -n "agi_share_dir" -n
bash -lc rg -n "agi_share_dir" -n src/agilab/core/agi-env -g '*.py'	1	2025-11-07T18:11:18.876000+00:00	2025-11-07T18:11:18.876000+00:00	1	1	bash -lc rg -n "agi_share_dir" -n src/agilab/core/agi-env -g '*.py'
bash -lc rg -n "agi_share_dir" src/agilab/core	1	2025-11-10T10:27:18.318000+00:00	2025-11-10T10:27:18.318000+00:00	1	1	bash -lc rg -n "agi_share_dir" src/agilab/core
bash -lc rg -n "agilab" -g"*.py" src/agilab/apps/flight_project -n	1	2025-11-12T05:34:19.485000+00:00	2025-11-12T05:34:19.485000+00:00	1	1	bash -lc rg -n "agilab" -g"*.py" src/agilab/apps/flight_project -n
bash -lc rg -n "agilab" ../thales_agilab/docs/gen-docs.py	1	2025-11-14T08:10:04.578000+00:00	2025-11-14T08:10:04.578000+00:00	1	1	bash -lc rg -n "agilab" ../thales_agilab/docs/gen-docs.py
bash -lc rg -n "agilab" src/agilab/apps/flight_project -g"*"	1	2025-11-12T05:32:24.269000+00:00	2025-11-12T05:32:24.269000+00:00	1	1	bash -lc rg -n "agilab" src/agilab/apps/flight_project -g"*"
bash -lc rg -n "agilab" src/agilab/core/agi-cluster/src	1	2025-11-12T05:34:55.681000+00:00	2025-11-12T05:34:55.681000+00:00	1	1	bash -lc rg -n "agilab" src/agilab/core/agi-cluster/src
bash -lc rg -n "app_args" -n docs/gen-docs.py	1	2025-11-13T17:09:06.580000+00:00	2025-11-13T17:09:06.580000+00:00	1	1	bash -lc rg -n "app_args" -n docs/gen-docs.py
bash -lc rg -n "app_settings" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-10T10:35:56.487000+00:00	2025-11-10T10:35:56.487000+00:00	1	1	bash -lc rg -n "app_settings" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "app_settings" src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-10T10:35:51.317000+00:00	2025-11-10T10:35:51.317000+00:00	1	1	bash -lc rg -n "app_settings" src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "app_settings" src/agilab/pages/▶️ EXECUTE.py	1	2025-11-13T08:46:03.593000+00:00	2025-11-13T08:46:03.593000+00:00	1	1	bash -lc rg -n "app_settings" src/agilab/pages/▶️ EXECUTE.py
bash -lc rg -n "app_settings\[\"args\"\]" -g"*.py"	1	2025-11-13T08:45:07.487000+00:00	2025-11-13T08:45:07.487000+00:00	1	1	bash -lc rg -n "app_settings\[\"args\"\]" -g"*.py"
bash -lc rg -n "apps_pages" -g'*.py' src	1	2025-11-10T10:10:09.987000+00:00	2025-11-10T10:10:09.987000+00:00	1	1	bash -lc rg -n "apps_pages" -g'*.py' src
bash -lc rg -n "apps_pages" -n	1	2025-11-10T10:10:02.952000+00:00	2025-11-10T10:10:02.952000+00:00	1	1	bash -lc rg -n "apps_pages" -n
bash -lc rg -n "argparse" -n docs/gen-docs.py	1	2025-11-13T17:12:56.489000+00:00	2025-11-13T17:12:56.489000+00:00	1	1	bash -lc rg -n "argparse" -n docs/gen-docs.py
bash -lc rg -n "argparse" -n src/agilab/apps-pages/view_maps/src/view_maps/view_maps.py	1	2025-11-08T11:14:11.361000+00:00	2025-11-08T11:14:11.361000+00:00	1	1	bash -lc rg -n "argparse" -n src/agilab/apps-pages/view_maps/src/view_maps/view_maps.py
bash -lc rg -n "args" src/agilab/apps/sat_trajectory_project/src/app_settings.toml	1	2025-11-13T14:06:44.338000+00:00	2025-11-13T14:06:44.338000+00:00	1	1	bash -lc rg -n "args" src/agilab/apps/sat_trajectory_project/src/app_settings.toml
bash -lc rg -n "args_reload_required" -H	1	2025-11-10T10:02:00.881000+00:00	2025-11-10T10:02:00.881000+00:00	1	1	bash -lc rg -n "args_reload_required" -H
bash -lc rg -n "args_reload_required" -R	1	2025-11-10T10:01:58.655000+00:00	2025-11-10T10:01:58.655000+00:00	1	1	bash -lc rg -n "args_reload_required" -R
bash -lc rg -n "args_reload_required" -g'*'	1	2025-11-10T10:02:56.574000+00:00	2025-11-10T10:02:56.574000+00:00	1	1	bash -lc rg -n "args_reload_required" -g'*'
bash -lc rg -n "args_reload_required" -n 'src/agilab/pages/▶️ EXECUTE.py'	1	2025-11-10T10:01:53.165000+00:00	2025-11-10T10:01:53.165000+00:00	1	1	bash -lc rg -n "args_reload_required" -n 'src/agilab/pages/▶️ EXECUTE.py'
bash -lc rg -n "args_reload_required" -n -g'*EXECUTE*'	1	2025-11-10T10:08:53.040000+00:00	2025-11-10T10:08:53.040000+00:00	1	1	bash -lc rg -n "args_reload_required" -n -g'*EXECUTE*'
bash -lc rg -n "args_reload_required" -n src/agilab -g'*'	1	2025-11-10T10:17:14.632000+00:00	2025-11-10T10:17:14.632000+00:00	1	1	bash -lc rg -n "args_reload_required" -n src/agilab -g'*'
bash -lc rg -n "args_serialized" -n "src/agilab/pages/▶️ EXECUTE.py"	1	2025-11-13T08:39:25.208000+00:00	2025-11-13T08:39:25.208000+00:00	1	1	bash -lc rg -n "args_serialized" -n "src/agilab/pages/▶️ EXECUTE.py"
bash -lc rg -n "async def _start" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-07T12:59:03.508000+00:00	2025-11-07T12:59:03.508000+00:00	1	1	bash -lc rg -n "async def _start" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "async def get_distrib" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-13T14:21:57.928000+00:00	2025-11-13T14:21:57.928000+00:00	1	1	bash -lc rg -n "async def get_distrib" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "async def run" -n src/agilab/core/agi-env/src/agi_env/agi_env.py	1	2025-11-07T17:44:54.786000+00:00	2025-11-07T17:44:54.786000+00:00	1	1	bash -lc rg -n "async def run" -n src/agilab/core/agi-env/src/agi_env/agi_env.py
bash -lc rg -n "base_path = Path\(env\.home_abs\)" -g '*.py'	1	2025-11-07T08:44:58.737000+00:00	2025-11-07T08:44:58.737000+00:00	1	1	bash -lc rg -n "base_path = Path\(env\.home_abs\)" -g '*.py'
bash -lc rg -n "base_path\s*=\s*Path\(env\.home_abs"	1	2025-11-07T08:45:12.136000+00:00	2025-11-07T08:45:12.136000+00:00	1	1	bash -lc rg -n "base_path\s*=\s*Path\(env\.home_abs"
bash -lc rg -n "benchmark" src -g '*.py'	1	2025-11-07T10:36:08.329000+00:00	2025-11-07T10:36:08.329000+00:00	1	1	bash -lc rg -n "benchmark" src -g '*.py'
bash -lc rg -n "benchmark" src/agilab/apps/flight_project/src -g '*.py'	1	2025-11-07T10:36:00.898000+00:00	2025-11-07T10:36:00.898000+00:00	1	1	bash -lc rg -n "benchmark" src/agilab/apps/flight_project/src -g '*.py'
bash -lc rg -n "best_guess" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-10T13:30:44.892000+00:00	2025-11-10T13:30:44.892000+00:00	1	1	bash -lc rg -n "best_guess" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "build_run" -n "optimize" "src/agilab/pages/▶️ EXECUTE.py"	1	2025-11-13T08:38:16.396000+00:00	2025-11-13T08:38:16.396000+00:00	1	1	bash -lc rg -n "build_run" -n "optimize" "src/agilab/pages/▶️ EXECUTE.py"
bash -lc rg -n "chown" -n src -n docs/source -n tools -n README.md	1	2025-11-08T08:55:17.223000+00:00	2025-11-08T08:55:17.223000+00:00	1	1	bash -lc rg -n "chown" -n src -n docs/source -n tools -n README.md
bash -lc rg -n "class .*Worker" src/agilab/apps | rg start? maybe?	1	2025-11-12T10:31:08.982000+00:00	2025-11-12T10:31:08.982000+00:00	1	1	bash -lc rg -n "class .*Worker" src/agilab/apps | rg start? maybe?
bash -lc rg -n "class AgiEnv" -n src -g agi_env.py	1	2025-11-07T08:43:08.083000+00:00	2025-11-07T08:43:08.083000+00:00	1	1	bash -lc rg -n "class AgiEnv" -n src -g agi_env.py
bash -lc rg -n "class ArgsModel" -n src/agilab/apps/link_sim_project/src/link_sim/*.py	1	2025-11-13T08:49:51.913000+00:00	2025-11-13T08:49:51.913000+00:00	1	1	bash -lc rg -n "class ArgsModel" -n src/agilab/apps/link_sim_project/src/link_sim/*.py
bash -lc rg -n "class Flight" -g"*.py" src/agilab/apps/flight_project/src	1	2025-11-10T17:38:58.513000+00:00	2025-11-10T17:38:58.513000+00:00	1	1	bash -lc rg -n "class Flight" -g"*.py" src/agilab/apps/flight_project/src
bash -lc rg -n "class Flight" -n src/agilab/apps	1	2025-11-13T12:27:07.620000+00:00	2025-11-13T12:27:07.620000+00:00	1	1	bash -lc rg -n "class Flight" -n src/agilab/apps
bash -lc rg -n "class Flight" -n src/agilab/apps/flight_project/src/flight/flight.py	1	2025-11-12T10:52:25.970000+00:00	2025-11-12T10:52:25.970000+00:00	1	1	bash -lc rg -n "class Flight" -n src/agilab/apps/flight_project/src/flight/flight.py
bash -lc rg -n "class FlightTrajectory" -n "Args" src/agilab/apps/flight_trajectory_project/src -g"*.py"	1	2025-11-10T17:39:31.622000+00:00	2025-11-10T17:39:31.622000+00:00	1	1	bash -lc rg -n "class FlightTrajectory" -n "Args" src/agilab/apps/flight_trajectory_project/src -g"*.py"
bash -lc rg -n "class FlightTrajectory" -n src/agilab/apps/flight_trajectory_project -g '*.py'	1	2025-11-07T18:10:45.684000+00:00	2025-11-07T18:10:45.684000+00:00	1	1	bash -lc rg -n "class FlightTrajectory" -n src/agilab/apps/flight_trajectory_project -g '*.py'
bash -lc rg -n "class FlightWorker" -n	1	2025-11-12T09:05:47.853000+00:00	2025-11-12T09:05:47.853000+00:00	1	1	bash -lc rg -n "class FlightWorker" -n
bash -lc rg -n "class LinkSimArgs" -n src/agilab/apps/link_sim_project -g'*.py'	1	2025-11-10T16:01:12.341000+00:00	2025-11-10T16:01:12.341000+00:00	1	1	bash -lc rg -n "class LinkSimArgs" -n src/agilab/apps/link_sim_project -g'*.py'
bash -lc rg -n "class LinkSimArgs" -n src/agilab/apps/link_sim_project/src -g"*.py"	1	2025-11-13T08:50:00.736000+00:00	2025-11-13T08:50:00.736000+00:00	1	1	bash -lc rg -n "class LinkSimArgs" -n src/agilab/apps/link_sim_project/src -g"*.py"
bash -lc rg -n "class Project" -n pycharm/setup_pycharm.py	1	2025-11-07T17:25:11.850000+00:00	2025-11-07T17:25:11.850000+00:00	1	1	bash -lc rg -n "class Project" -n pycharm/setup_pycharm.py
bash -lc rg -n "class _AgiEnvMeta" -n src/agilab/core/agi-env/src/agi_env/agi_env.py	1	2025-11-13T07:17:05.970000+00:00	2025-11-13T07:17:05.970000+00:00	1	1	bash -lc rg -n "class _AgiEnvMeta" -n src/agilab/core/agi-env/src/agi_env/agi_env.py
bash -lc rg -n "cleanup_leave_latest" -n tools/pypi_publish.py	1	2025-11-13T10:54:33.639000+00:00	2025-11-13T10:54:33.639000+00:00	1	1	bash -lc rg -n "cleanup_leave_latest" -n tools/pypi_publish.py
bash -lc rg -n "cli_rel" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-13T12:23:39.997000+00:00	2025-11-13T12:23:39.997000+00:00	1	1	bash -lc rg -n "cli_rel" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "cluster_enabled" -n src/agilab/pages/$'\u25b6\ufe0f EXECUTE.py'	1	2025-11-07T09:18:57.885000+00:00	2025-11-07T09:18:57.885000+00:00	1	1	bash -lc rg -n "cluster_enabled" -n src/agilab/pages/$'\u25b6\ufe0f EXECUTE.py'
bash -lc rg -n "clustershare" -g"*"	1	2025-11-10T08:40:17.945000+00:00	2025-11-10T08:40:17.945000+00:00	1	1	bash -lc rg -n "clustershare" -g"*"
bash -lc rg -n "clustershare/link_sim" -g"*"	1	2025-11-10T08:41:11.467000+00:00	2025-11-10T08:41:11.467000+00:00	1	1	bash -lc rg -n "clustershare/link_sim" -g"*"
bash -lc rg -n "cmd_prefix" -n src/agilab -g '*.py'	1	2025-11-07T17:45:16.609000+00:00	2025-11-07T17:45:16.609000+00:00	1	1	bash -lc rg -n "cmd_prefix" -n src/agilab -g '*.py'
bash -lc rg -n "compute_examples" -n	1	2025-11-11T19:19:49.332000+00:00	2025-11-11T19:19:49.332000+00:00	1	1	bash -lc rg -n "compute_examples" -n
bash -lc rg -n "constraint" -n --line-number	1	2025-11-12T07:56:57.555000+00:00	2025-11-12T07:56:57.555000+00:00	1	1	bash -lc rg -n "constraint" -n --line-number
bash -lc rg -n "constraints" -n install.sh	1	2025-11-12T07:57:05.182000+00:00	2025-11-12T07:57:05.182000+00:00	1	1	bash -lc rg -n "constraints" -n install.sh
bash -lc rg -n "data" 'src/agilab/pages/▶️ EXECUTE.py'	1	2025-11-10T10:01:16.267000+00:00	2025-11-10T10:01:16.267000+00:00	1	1	bash -lc rg -n "data" 'src/agilab/pages/▶️ EXECUTE.py'
bash -lc rg -n "data/flight_trajectory" -R src/agilab/apps/flight_trajectory_project	1	2025-11-07T18:42:11.105000+00:00	2025-11-07T18:42:11.105000+00:00	1	1	bash -lc rg -n "data/flight_trajectory" -R src/agilab/apps/flight_trajectory_project
bash -lc rg -n "data/flight_trajectory" -l src/agilab/apps/flight_trajectory_project	1	2025-11-07T18:41:00.034000+00:00	2025-11-07T18:41:00.034000+00:00	1	1	bash -lc rg -n "data/flight_trajectory" -l src/agilab/apps/flight_trajectory_project
bash -lc rg -n "data/flight_trajectory" -n src/agilab/apps/flight_trajectory_project	1	2025-11-07T18:41:48.023000+00:00	2025-11-07T18:41:48.023000+00:00	1	1	bash -lc rg -n "data/flight_trajectory" -n src/agilab/apps/flight_trajectory_project
bash -lc rg -n "data/flight_trajectory" src/agilab/apps/flight_trajectory_project	1	2025-11-07T18:42:14.601000+00:00	2025-11-07T18:42:14.601000+00:00	1	1	bash -lc rg -n "data/flight_trajectory" src/agilab/apps/flight_trajectory_project
bash -lc rg -n "data/flight_trajectory" src/agilab/apps/flight_trajectory_project/test/_test_call_worker.py	1	2025-11-07T18:41:17.915000+00:00	2025-11-07T18:41:17.915000+00:00	1	1	bash -lc rg -n "data/flight_trajectory" src/agilab/apps/flight_trajectory_project/test/_test_call_worker.py
bash -lc rg -n "data/link_sim" -R src/agilab/apps/link_sim_project	1	2025-11-13T12:49:27.454000+00:00	2025-11-13T12:49:27.454000+00:00	1	1	bash -lc rg -n "data/link_sim" -R src/agilab/apps/link_sim_project
bash -lc rg -n "data/link_sim" -g'*' src/agilab/apps/link_sim_project	1	2025-11-13T12:49:31.731000+00:00	2025-11-13T12:49:31.731000+00:00	1	1	bash -lc rg -n "data/link_sim" -g'*' src/agilab/apps/link_sim_project
bash -lc rg -n "data_dir"	1	2025-11-10T09:56:38.223000+00:00	2025-11-10T09:56:38.223000+00:00	1	1	bash -lc rg -n "data_dir"
bash -lc rg -n "data_flight" -n src/agilab/apps -g"*.py"	1	2025-11-13T08:48:24.963000+00:00	2025-11-13T08:48:24.963000+00:00	1	1	bash -lc rg -n "data_flight" -n src/agilab/apps -g"*.py"
bash -lc rg -n "data_flight" -n src/agilab/apps/link_sim_project/src/link_sim/link_sim.py	1	2025-11-13T09:12:24.654000+00:00	2025-11-13T09:12:24.654000+00:00	1	1	bash -lc rg -n "data_flight" -n src/agilab/apps/link_sim_project/src/link_sim/link_sim.py
bash -lc rg -n "data_in" "src/agilab/pages/▶️ EXECUTE.py"	1	2025-11-13T08:38:23.018000+00:00	2025-11-13T08:38:23.018000+00:00	1	1	bash -lc rg -n "data_in" "src/agilab/pages/▶️ EXECUTE.py"
bash -lc rg -n "data_in" -n src	1	2025-11-13T08:37:48.042000+00:00	2025-11-13T08:37:48.042000+00:00	1	1	bash -lc rg -n "data_in" -n src
bash -lc rg -n "data_in" src/agilab/apps | head -n 200	1	2025-11-07T09:19:59.864000+00:00	2025-11-07T09:19:59.864000+00:00	1	1	bash -lc rg -n "data_in" src/agilab/apps | head -n 200
bash -lc rg -n "data_in" src/agilab/apps/flight_project/src/flight/flight.py	1	2025-11-07T09:12:15.754000+00:00	2025-11-07T09:12:15.754000+00:00	1	1	bash -lc rg -n "data_in" src/agilab/apps/flight_project/src/flight/flight.py
bash -lc rg -n "data_in" src/agilab/apps/flight_project/test -g '*.py'	1	2025-11-07T09:20:47.801000+00:00	2025-11-07T09:20:47.801000+00:00	1	1	bash -lc rg -n "data_in" src/agilab/apps/flight_project/test -g '*.py'
bash -lc rg -n "data_in" src/agilab/apps/flight_trajectory_project/src/flight_trajectory -g"*.py"	1	2025-11-10T18:06:28.738000+00:00	2025-11-10T18:06:28.738000+00:00	1	1	bash -lc rg -n "data_in" src/agilab/apps/flight_trajectory_project/src/flight_trajectory -g"*.py"
bash -lc rg -n "data_in" src/agilab/apps/link_sim_project/src/link_sim -n	1	2025-11-13T08:50:35.379000+00:00	2025-11-13T08:50:35.379000+00:00	1	1	bash -lc rg -n "data_in" src/agilab/apps/link_sim_project/src/link_sim -n
bash -lc rg -n "data_in" src/agilab/apps/network_sim_project/src/network_sim_worker/network_sim_worker.py	1	2025-11-12T10:35:02.498000+00:00	2025-11-12T10:35:02.498000+00:00	1	1	bash -lc rg -n "data_in" src/agilab/apps/network_sim_project/src/network_sim_worker/network_sim_worker.py
bash -lc rg -n "data_in:" src/agilab/apps/network_sim_project/src/network_sim/network_sim_args.py	1	2025-11-07T09:12:39.947000+00:00	2025-11-07T09:12:39.947000+00:00	1	1	bash -lc rg -n "data_in:" src/agilab/apps/network_sim_project/src/network_sim/network_sim_args.py
bash -lc rg -n "data_in=" src/agilab/examples -g'AGI_run*.py'	1	2025-11-10T10:34:30.256000+00:00	2025-11-10T10:34:30.256000+00:00	1	1	bash -lc rg -n "data_in=" src/agilab/examples -g'AGI_run*.py'
bash -lc rg -n "data_out" "src/agilab/pages/▶️ EXECUTE.py"	1	2025-11-13T08:38:46.962000+00:00	2025-11-13T08:38:46.962000+00:00	1	1	bash -lc rg -n "data_out" "src/agilab/pages/▶️ EXECUTE.py"
bash -lc rg -n "data_out" -n src/agilab/apps/flight_project/test	1	2025-11-07T09:42:51.864000+00:00	2025-11-07T09:42:51.864000+00:00	1	1	bash -lc rg -n "data_out" -n src/agilab/apps/flight_project/test
bash -lc rg -n "data_out" src/agilab/apps	1	2025-11-07T09:33:27.848000+00:00	2025-11-07T09:33:27.848000+00:00	1	1	bash -lc rg -n "data_out" src/agilab/apps
bash -lc rg -n "data_out" src/agilab/apps -g '*.py'	1	2025-11-07T09:38:36.489000+00:00	2025-11-07T09:38:36.489000+00:00	1	1	bash -lc rg -n "data_out" src/agilab/apps -g '*.py'
bash -lc rg -n "data_out" src/agilab/apps -g '*app_args_form.py'	1	2025-11-07T09:33:22.276000+00:00	2025-11-07T09:33:22.276000+00:00	1	1	bash -lc rg -n "data_out" src/agilab/apps -g '*app_args_form.py'
bash -lc rg -n "data_out" src/agilab/apps -g'app_settings.toml'	1	2025-11-10T10:26:53.408000+00:00	2025-11-10T10:26:53.408000+00:00	1	1	bash -lc rg -n "data_out" src/agilab/apps -g'app_settings.toml'
bash -lc rg -n "data_out" src/agilab/apps/flight_project/src/flight/flight_args.py	1	2025-11-07T09:35:01.848000+00:00	2025-11-07T09:35:01.848000+00:00	1	1	bash -lc rg -n "data_out" src/agilab/apps/flight_project/src/flight/flight_args.py
bash -lc rg -n "data_out" src/agilab/apps/flight_project/src/flight_worker/flight_worker.py	1	2025-11-12T09:06:40.705000+00:00	2025-11-12T09:06:40.705000+00:00	1	1	bash -lc rg -n "data_out" src/agilab/apps/flight_project/src/flight_worker/flight_worker.py
bash -lc rg -n "data_out" src/agilab/apps/flight_trajectory_project -g"*.py"	1	2025-11-12T13:09:57.706000+00:00	2025-11-12T13:09:57.706000+00:00	1	1	bash -lc rg -n "data_out" src/agilab/apps/flight_trajectory_project -g"*.py"
bash -lc rg -n "data_out" src/agilab/apps/mycode_worker -g"*.py" --follow??	1	2025-11-12T10:32:22.431000+00:00	2025-11-12T10:32:22.431000+00:00	1	1	bash -lc rg -n "data_out" src/agilab/apps/mycode_worker -g"*.py" --follow??
bash -lc rg -n "data_rel" -g '*.py'	1	2025-11-07T08:43:39.419000+00:00	2025-11-07T08:43:39.419000+00:00	1	1	bash -lc rg -n "data_rel" -g '*.py'
bash -lc rg -n "data_rel" -g"*.py"	1	2025-11-10T08:41:24.128000+00:00	2025-11-10T08:41:24.128000+00:00	1	1	bash -lc rg -n "data_rel" -g"*.py"
bash -lc rg -n "data_rel" -g"*.py" src/agilab/core/agi-env/src/agi_env	1	2025-11-10T18:08:59.686000+00:00	2025-11-10T18:08:59.686000+00:00	1	1	bash -lc rg -n "data_rel" -g"*.py" src/agilab/core/agi-env/src/agi_env
bash -lc rg -n "data_rel" -n src/agilab/apps/flight_trajectory_project/test/test_flight_trajectory_manager.py	1	2025-11-07T18:44:31.669000+00:00	2025-11-07T18:44:31.669000+00:00	1	1	bash -lc rg -n "data_rel" -n src/agilab/apps/flight_trajectory_project/test/test_flight_trajectory_manager.py
bash -lc rg -n "data_rel" -n src/agilab/core/agi-env -g'*'	1	2025-11-11T12:47:08.735000+00:00	2025-11-11T12:47:08.735000+00:00	1	1	bash -lc rg -n "data_rel" -n src/agilab/core/agi-env -g'*'
bash -lc rg -n "data_root" -n src/agilab/core/agi-env/src/agi_env/agi_env.py	1	2025-11-11T13:02:06.263000+00:00	2025-11-11T13:02:06.263000+00:00	1	1	bash -lc rg -n "data_root" -n src/agilab/core/agi-env/src/agi_env/agi_env.py
bash -lc rg -n "data_uri" --glob '*.*' | head	1	2025-11-07T09:14:59.154000+00:00	2025-11-07T09:14:59.154000+00:00	1	1	bash -lc rg -n "data_uri" --glob '*.*' | head
bash -lc rg -n "data_uri" -g '*.*'	1	2025-11-07T09:08:17.341000+00:00	2025-11-07T09:08:17.341000+00:00	1	1	bash -lc rg -n "data_uri" -g '*.*'
bash -lc rg -n "data_uri" -g '*.py' src	1	2025-11-07T09:24:23.274000+00:00	2025-11-07T09:24:23.274000+00:00	1	1	bash -lc rg -n "data_uri" -g '*.py' src
bash -lc rg -n "data_uri" AGENTS.md	1	2025-11-07T09:12:20.762000+00:00	2025-11-07T09:12:20.762000+00:00	1	1	bash -lc rg -n "data_uri" AGENTS.md
